"leverantor","period","tjanst","tjanstdelt_ny","tjanstdelt_pagaende","tjanstdelt_avslutat","total_ny","total_pagaende","andel_ny","andel_pagaende"
"Rasendo AB","2024-08","Rusta och Matcha",13,252,31,2960,46070,0.00439189189189189,0.0054699370523117
"Rasendo AB","2024-09","Rusta och Matcha",44,248,49,6345,43259,0.00693459416863672,0.00573291107052868
"Rasendo AB","2024-10","Rusta och Matcha",51,246,30,7366,41513,0.00692370350257942,0.00592585455158625
"Rasendo AB","2024-11","Rusta och Matcha",44,234,57,5696,39416,0.0077247191011236,0.00593667546174142
"Rasendo AB","2024-12","Rusta och Matcha",34,240,26,5974,40168,0.00569132909273519,0.00597490539733121
"Re:shift Jobb & Utbildning i Sverige AB","2021-08","Rusta och Matcha",5,7,0,2428,13114,0.00205930807248764,0.000533780692389812
"Re:shift Jobb & Utbildning i Sverige AB","2021-09","Rusta och Matcha",6,13,0,2639,14018,0.00227358848048503,0.000927379084034812
"Re:shift Jobb & Utbildning i Sverige AB","2021-10","Rusta och Matcha",17,31,0,4365,16624,0.00389461626575029,0.00186477382098171
"Re:shift Jobb & Utbildning i Sverige AB","2021-11","Rusta och Matcha",61,90,0,10345,25024,0.00589656839052682,0.003596547314578
"Re:shift Jobb & Utbildning i Sverige AB","2021-12","Rusta och Matcha",82,163,9,13013,35668,0.00630139091677553,0.00456992261971515
"Re:shift Jobb & Utbildning i Sverige AB","2022-01","Rusta och Matcha",66,216,14,10877,43054,0.00606784959087984,0.00501695545129372
"Re:shift Jobb & Utbildning i Sverige AB","2022-02","Rusta och Matcha",140,339,18,16179,55202,0.00865319240991409,0.00614108184486069
"Re:shift Jobb & Utbildning i Sverige AB","2022-03","Rusta och Matcha",131,455,28,15411,65117,0.00850042177665304,0.00698742263924935
"Re:shift Jobb & Utbildning i Sverige AB","2022-04","Rusta och Matcha",75,481,55,11321,68619,0.00662485646144334,0.00700972033984756
"Re:shift Jobb & Utbildning i Sverige AB","2022-05","Rusta och Matcha",100,537,51,10669,70318,0.00937294966726029,0.00763673597087517
"Re:shift Jobb & Utbildning i Sverige AB","2022-06","Rusta och Matcha",70,568,53,7847,68443,0.00892060660124889,0.00829887643732741
"Re:shift Jobb & Utbildning i Sverige AB","2022-07","Rusta och Matcha",80,600,47,7911,69212,0.0101125015800784,0.00866901693347974
"Re:shift Jobb & Utbildning i Sverige AB","2022-08","Rusta och Matcha",41,571,70,4820,65940,0.00850622406639004,0.0086593873218077
"Re:shift Jobb & Utbildning i Sverige AB","2022-09","Rusta och Matcha",74,583,68,8197,66124,0.00902769305843601,0.00881676849555381
"Re:shift Jobb & Utbildning i Sverige AB","2022-10","Rusta och Matcha",97,624,58,11356,69163,0.00854174004931314,0.00902216503043535
"Re:shift Jobb & Utbildning i Sverige AB","2022-11","Rusta och Matcha",75,631,70,10934,70709,0.00685933784525334,0.00892389936217455
"Re:shift Jobb & Utbildning i Sverige AB","2022-12","Rusta och Matcha",77,643,76,10114,70789,0.00761320941269527,0.00908333215612595
"Re:shift Jobb & Utbildning i Sverige AB","2023-01","Rusta och Matcha",69,655,80,7787,67057,0.0088609220495698,0.00976780947552083
"Re:shift Jobb & Utbildning i Sverige AB","2023-02","Rusta och Matcha",103,686,90,11172,67672,0.00921947726459005,0.0101371320487055
"Re:shift Jobb & Utbildning i Sverige AB","2023-03","Rusta och Matcha",114,719,87,12440,69280,0.00916398713826367,0.0103781755196305
"Re:shift Jobb & Utbildning i Sverige AB","2023-04","Rusta och Matcha",74,623,141,8486,63195,0.00872024510959227,0.0098583748714297
"Re:shift Jobb & Utbildning i Sverige AB","2023-05","Rusta och Matcha",110,594,135,12038,60152,0.00913773052001994,0.00987498337544886
"Re:shift Jobb & Utbildning i Sverige AB","2023-06","Rusta och Matcha",99,580,119,9226,55094,0.0107305441144591,0.0105274621555886
"Re:shift Jobb & Utbildning i Sverige AB","2023-07","Rusta och Matcha",92,560,110,7862,51663,0.0117018570338336,0.0108394789307628
"Re:shift Jobb & Utbildning i Sverige AB","2023-08","Rusta och Matcha",94,501,152,6562,44388,0.0143249009448339,0.011286834279535
"Re:shift Jobb & Utbildning i Sverige AB","2023-09","Rusta och Matcha",134,475,162,11957,41936,0.0112068244542946,0.0113267836703548
"Re:shift Jobb & Utbildning i Sverige AB","2023-10","Rusta och Matcha",162,556,84,14711,47275,0.0110121677656176,0.0117609730301428
"Re:shift Jobb & Utbildning i Sverige AB","2023-11","Rusta och Matcha",110,621,58,11758,52797,0.00935533253954754,0.0117620319336326
"RustaMatcha Sverige AB","2024-04","Rusta och Matcha",0,0,0,6871,62884,0,0
"RustaMatcha Sverige AB","2024-05","Rusta och Matcha",0,6,0,6017,57867,0,0.000103686038674892
"RustaMatcha Sverige AB","2024-06","Rusta och Matcha",0,10,0,5742,53560,0,0.000186706497386109
"RustaMatcha Sverige AB","2024-07","Rusta och Matcha",0,15,0,5390,52364,0,0.000286456344053166
"RustaMatcha Sverige AB","2024-08","Rusta och Matcha",0,14,0,2960,46070,0,0.000303885391795094
"RustaMatcha Sverige AB","2024-09","Rusta och Matcha",5,17,0,6345,43259,0.000788022064617809,0.000392981807253982
"RustaMatcha Sverige AB","2024-10","Rusta och Matcha",0,21,0,7366,41513,0,0.000505865632452485
"RustaMatcha Sverige AB","2024-11","Rusta och Matcha",0,22,0,5696,39416,0,0.000558148975035519
"RustaMatcha Sverige AB","2024-12","Rusta och Matcha",6,27,0,5974,40168,0.00100435219283562,0.000672176857199761
"Ryati AB","2024-02","Rusta och Matcha",0,5,0,10063,63776,0,7.83993978926242e-05
"Ryati AB","2024-03","Rusta och Matcha",11,14,0,8455,64400,0.0013010053222945,0.000217391304347826
"Ryati AB","2024-04","Rusta och Matcha",6,23,0,6871,62884,0.000873235336923301,0.000365752814706444
"Ryati AB","2024-05","Rusta och Matcha",6,30,0,6017,57867,0.000997174671763337,0.000518430193374462
"Ryati AB","2024-06","Rusta och Matcha",9,32,7,5742,53560,0.00156739811912226,0.000597460791635549
"Ryati AB","2024-07","Rusta och Matcha",0,36,0,5390,52364,0,0.000687495225727599
"Ryati AB","2024-08","Rusta och Matcha",0,32,0,2960,46070,0,0.00069459518124593
"Ryati AB","2024-09","Rusta och Matcha",0,32,0,6345,43259,0,0.000739730460713378
"Ryati AB","2024-10","Rusta och Matcha",9,34,6,7366,41513,0.00122183002986696,0.000819020547780213
"Ryati AB","2024-11","Rusta och Matcha",0,36,0,5696,39416,0,0.000913334686421758
"Ryati AB","2024-12","Rusta och Matcha",0,30,7,5974,40168,0,0.000746863174666401
"RÄTT Bemanning & Rekrytering i Sverige AB","2024-03","Rusta och Matcha",0,27,0,8455,64400,0,0.000419254658385093
"RÄTT Bemanning & Rekrytering i Sverige AB","2024-04","Rusta och Matcha",6,30,6,6871,62884,0.000873235336923301,0.000477068888747535
"RÄTT Bemanning & Rekrytering i Sverige AB","2024-05","Rusta och Matcha",5,33,0,6017,57867,0.000830978893136114,0.000570273212711908
"RÄTT Bemanning & Rekrytering i Sverige AB","2024-06","Rusta och Matcha",0,31,5,5742,53560,0,0.000578790141896938
"RÄTT Bemanning & Rekrytering i Sverige AB","2024-07","Rusta och Matcha",0,30,0,5390,52364,0,0.000572912688106333
"RÄTT Bemanning & Rekrytering i Sverige AB","2024-08","Rusta och Matcha",0,31,0,2960,46070,0,0.000672889081831995
"RÄTT Bemanning & Rekrytering i Sverige AB","2024-09","Rusta och Matcha",9,36,0,6345,43259,0.00141843971631206,0.00083219676830255
"RÄTT Bemanning & Rekrytering i Sverige AB","2024-10","Rusta och Matcha",11,39,7,7366,41513,0.00149334781428184,0.000939464745983186
"RÄTT Bemanning & Rekrytering i Sverige AB","2024-11","Rusta och Matcha",10,44,5,5696,39416,0.00175561797752809,0.00111629795007104
"RÄTT Bemanning & Rekrytering i Sverige AB","2024-12","Rusta och Matcha",0,44,0,5974,40168,0,0.00109539932284406
"STEPTEAM LJI AB","2023-02","Rusta och Matcha",0,21,0,11172,67672,0,0.000310320368837924
"STEPTEAM LJI AB","2023-03","Rusta och Matcha",10,63,0,12440,69280,0.000803858520900322,0.000909353348729792
"STEPTEAM LJI AB","2023-04","Rusta och Matcha",6,64,7,8486,63195,0.000707046900777752,0.00101273834955297
"STEPTEAM LJI AB","2023-05","Rusta och Matcha",21,71,14,12038,60152,0.00174447582654926,0.00118034313073547
"STEPTEAM LJI AB","2023-06","Rusta och Matcha",16,64,23,9226,55094,0.00173422935183178,0.00116165099647875
"STEPTEAM LJI AB","2023-07","Rusta och Matcha",15,64,14,7862,51663,0.00190791147290766,0.00123879759208718
"STEPTEAM LJI AB","2023-08","Rusta och Matcha",12,65,6,6562,44388,0.00182871075891497,0.00146435973686582
"STEPTEAM LJI AB","2023-09","Rusta och Matcha",14,68,8,11957,41936,0.00117086225641883,0.00162151850438764
"STEPTEAM LJI AB","2023-10","Rusta och Matcha",38,91,14,14711,47275,0.00258310108082387,0.00192490745637229
"STEPTEAM LJI AB","2023-11","Rusta och Matcha",20,105,11,11758,52797,0.00170096955264501,0.00198874936075913
"STEPTEAM LJI AB","2023-12","Rusta och Matcha",42,134,20,9187,56760,0.00457167737019702,0.00236081747709655
"STEPTEAM LJI AB","2024-01","Rusta och Matcha",30,158,11,8900,59141,0.00337078651685393,0.00267158147478061
"STEPTEAM LJI AB","2024-02","Rusta och Matcha",43,197,13,10063,63776,0.00427307959852927,0.00308893627696939
"STEPTEAM LJI AB","2024-03","Rusta och Matcha",32,217,13,8455,64400,0.00378474275576582,0.0033695652173913
"STEPTEAM LJI AB","2024-04","Rusta och Matcha",16,217,19,6871,62884,0.0023286275651288,0.00345079829527384
"STEPTEAM LJI AB","2024-05","Rusta och Matcha",17,204,27,6017,57867,0.00282532823666279,0.00352532531494634
"STEPTEAM LJI AB","2024-06","Rusta och Matcha",18,196,28,5742,53560,0.00313479623824451,0.00365944734876774
"STEPTEAM LJI AB","2024-07","Rusta och Matcha",9,188,25,5390,52364,0.00166975881261596,0.00359025284546635
"STEPTEAM LJI AB","2024-08","Rusta och Matcha",16,186,28,2960,46070,0.00540540540540541,0.00403733449099197
"STEPTEAM LJI AB","2024-09","Rusta och Matcha",21,178,33,6345,43259,0.0033096926713948,0.00411475068771816
"STEPTEAM LJI AB","2024-10","Rusta och Matcha",17,141,34,7366,41513,0.00230790116752647,0.00339652638932383
"STEPTEAM LJI AB","2024-11","Rusta och Matcha",7,94,18,5696,39416,0.00122893258426966,0.00238481834787903
"STEPTEAM LJI AB","2024-12","Rusta och Matcha",14,88,16,5974,40168,0.00234348844994978,0.00219079864568811
"STOCKHOLMS STADSMISSION","2023-12","Rusta och Matcha",13,43,5,9187,56760,0.00141504299553717,0.000757575757575758
"STOCKHOLMS STADSMISSION","2024-01","Rusta och Matcha",7,44,5,8900,59141,0.000786516853932584,0.000743984714495866
"STOCKHOLMS STADSMISSION","2024-02","Rusta och Matcha",9,43,8,10063,63776,0.00089436549736659,0.000674234821876568
"STOCKHOLMS STADSMISSION","2024-03","Rusta och Matcha",9,47,7,8455,64400,0.00106445890005914,0.000729813664596273
"STOCKHOLMS STADSMISSION","2024-04","Rusta och Matcha",13,47,13,6871,62884,0.00189200989666715,0.000747407925704472
"STOCKHOLMS STADSMISSION","2024-05","Rusta och Matcha",5,47,9,6017,57867,0.000830978893136114,0.000812207302953324
"STOCKHOLMS STADSMISSION","2024-06","Rusta och Matcha",6,39,13,5742,53560,0.00104493207941484,0.000728155339805825
"STOCKHOLMS STADSMISSION","2024-07","Rusta och Matcha",13,42,8,5390,52364,0.00241187384044527,0.000802077763348866
"STOCKHOLMS STADSMISSION","2024-08","Rusta och Matcha",9,45,8,2960,46070,0.00304054054054054,0.000976774473627089
"STOCKHOLMS STADSMISSION","2024-09","Rusta och Matcha",8,46,7,6345,43259,0.00126083530338849,0.00106336253727548
"STOCKHOLMS STADSMISSION","2024-10","Rusta och Matcha",7,49,0,7366,41513,0.000950312245452077,0.00118035314238913
"STOCKHOLMS STADSMISSION","2024-11","Rusta och Matcha",10,57,5,5696,39416,0.00175561797752809,0.00144611325350112
"STOCKHOLMS STADSMISSION","2024-12","Rusta och Matcha",11,60,8,5974,40168,0.00184131235353197,0.0014937263493328
"SamJobb- Samverkan och Jobb AB","2021-10","Rusta och Matcha",64,78,0,4365,16624,0.0146620847651775,0.00469201154956689
"SamJobb- Samverkan och Jobb AB","2021-11","Rusta och Matcha",75,147,7,10345,25024,0.00724987916868052,0.00587436061381074
"SamJobb- Samverkan och Jobb AB","2021-12","Rusta och Matcha",127,265,9,13013,35668,0.00975947129793284,0.0074296287989234
"SamJobb- Samverkan och Jobb AB","2022-01","Rusta och Matcha",83,334,14,10877,43054,0.00763078054610646,0.007757699633019
"SamJobb- Samverkan och Jobb AB","2022-02","Rusta och Matcha",141,481,12,16179,55202,0.00871500092712776,0.00871345241114452
"SamJobb- Samverkan och Jobb AB","2022-03","Rusta och Matcha",160,633,39,15411,65117,0.0103821945363701,0.00972096380361503
"SamJobb- Samverkan och Jobb AB","2022-04","Rusta och Matcha",164,747,62,11321,68619,0.0144863527956894,0.0108861977003454
"SamJobb- Samverkan och Jobb AB","2022-05","Rusta och Matcha",131,794,85,10669,70318,0.012278564064111,0.0112915611934355
"SamJobb- Samverkan och Jobb AB","2022-06","Rusta och Matcha",83,815,70,7847,68443,0.010577290684338,0.0119077188317286
"SamJobb- Samverkan och Jobb AB","2022-07","Rusta och Matcha",94,857,57,7911,69212,0.0118821893565921,0.0123822458533202
"SamJobb- Samverkan och Jobb AB","2022-08","Rusta och Matcha",55,845,73,4820,65940,0.0114107883817427,0.0128146800121322
"SamJobb- Samverkan och Jobb AB","2022-09","Rusta och Matcha",72,830,66,8197,66124,0.00878370135415396,0.0125521747020749
"SamJobb- Samverkan och Jobb AB","2022-10","Rusta och Matcha",146,894,90,11356,69163,0.0128566396618528,0.0129259864378353
"SamJobb- Samverkan och Jobb AB","2022-11","Rusta och Matcha",121,875,106,10934,70709,0.0110663983903421,0.0123746623484988
"SamJobb- Samverkan och Jobb AB","2022-12","Rusta och Matcha",104,847,113,10114,70789,0.0102827763496144,0.0119651358261877
"SamJobb- Samverkan och Jobb AB","2023-01","Rusta och Matcha",85,802,112,7787,67057,0.0109156286117889,0.0119599743501797
"SamJobb- Samverkan och Jobb AB","2023-02","Rusta och Matcha",103,786,113,11172,67672,0.00921947726459005,0.0116148480907909
"SamJobb- Samverkan och Jobb AB","2023-03","Rusta och Matcha",143,808,118,12440,69280,0.0114951768488746,0.011662817551963
"SamJobb- Samverkan och Jobb AB","2023-04","Rusta och Matcha",92,736,162,8486,63195,0.0108413858119255,0.0116464910198592
"SamJobb- Samverkan och Jobb AB","2023-05","Rusta och Matcha",56,617,172,12038,60152,0.0046519355374647,0.0102573480516026
"SamJobb- Samverkan och Jobb AB","2023-06","Rusta och Matcha",61,537,140,9226,55094,0.00661174940385866,0.00974697789232947
"SamJobb- Samverkan och Jobb AB","2023-07","Rusta och Matcha",36,456,118,7862,51663,0.00457898753497838,0.00882643284362116
"SamJobb- Samverkan och Jobb AB","2023-08","Rusta och Matcha",38,365,130,6562,44388,0.00579091740323072,0.00822294313778499
"SamJobb- Samverkan och Jobb AB","2023-09","Rusta och Matcha",84,301,149,11957,41936,0.00702517353851301,0.00717760396795116
"SamJobb- Samverkan och Jobb AB","2023-10","Rusta och Matcha",107,318,90,14711,47275,0.00727346883284617,0.00672659968270756
"SamJobb- Samverkan och Jobb AB","2023-11","Rusta och Matcha",65,356,28,11758,52797,0.00552815104609627,0.00674280735647859
"SamJobb- Samverkan och Jobb AB","2023-12","Rusta och Matcha",52,381,31,9187,56760,0.00566017198214869,0.00671247357293869
"SamJobb- Samverkan och Jobb AB","2024-01","Rusta och Matcha",54,405,29,8900,59141,0.00606741573033708,0.00684804112206422
"SamJobb- Samverkan och Jobb AB","2024-02","Rusta och Matcha",57,430,29,10063,63776,0.00566431481665507,0.00674234821876568
"SamJobb- Samverkan och Jobb AB","2024-03","Rusta och Matcha",57,433,58,8455,64400,0.00674157303370787,0.00672360248447205
"SamJobb- Samverkan och Jobb AB","2024-04","Rusta och Matcha",46,446,47,6871,62884,0.00669480424974531,0.00709242414604669
"SamJobb- Samverkan och Jobb AB","2024-05","Rusta och Matcha",44,390,96,6017,57867,0.00731261425959781,0.00673959251386801
"SamJobb- Samverkan och Jobb AB","2024-06","Rusta och Matcha",32,363,52,5742,53560,0.00557297109021247,0.00677744585511576
"SamJobb- Samverkan och Jobb AB","2024-07","Rusta och Matcha",35,358,32,5390,52364,0.00649350649350649,0.0068367580780689
"SamJobb- Samverkan och Jobb AB","2024-08","Rusta och Matcha",16,327,45,2960,46070,0.00540540540540541,0.00709789450835685
"SamJobb- Samverkan och Jobb AB","2024-09","Rusta och Matcha",24,275,76,6345,43259,0.00378250591016548,0.00635705864675559
"SamJobb- Samverkan och Jobb AB","2024-10","Rusta och Matcha",36,252,65,7366,41513,0.00488732011946783,0.00607038758942982
"SamJobb- Samverkan och Jobb AB","2024-11","Rusta och Matcha",30,224,55,5696,39416,0.00526685393258427,0.00568297138217983
"SamJobb- Samverkan och Jobb AB","2024-12","Rusta och Matcha",22,216,27,5974,40168,0.00368262470706394,0.00537741485759809
"Sandheere","2021-10","Rusta och Matcha",12,15,0,4365,16624,0.00274914089347079,0.000902309913378248
"Sandheere","2021-11","Rusta och Matcha",71,86,0,10345,25024,0.00686321894635089,0.00343670076726343
"Sandheere","2021-12","Rusta och Matcha",99,177,10,13013,35668,0.00760777683854607,0.00496243131097903
"Sandheere","2022-01","Rusta och Matcha",73,248,9,10877,43054,0.00671140939597315,0.00576020811074465
"Sandheere","2022-02","Rusta och Matcha",125,359,14,16179,55202,0.00772606465170901,0.0065033875584218
"Sandheere","2022-03","Rusta och Matcha",134,471,19,15411,65117,0.00869508792420998,0.00723313420458559
"Sandheere","2022-04","Rusta och Matcha",107,556,35,11321,68619,0.00945146188499249,0.00810271207683003
"Sandheere","2022-05","Rusta och Matcha",114,639,48,10669,70318,0.0106851626206767,0.00908728917204699
"Sandheere","2022-06","Rusta och Matcha",86,692,42,7847,68443,0.0109596023958201,0.0101106029835045
"Sandheere","2022-07","Rusta och Matcha",88,739,41,7911,69212,0.0111237517380862,0.0106773391897359
"Sandheere","2022-08","Rusta och Matcha",51,762,36,4820,65940,0.0105809128630705,0.0115559599636033
"Sandheere","2022-09","Rusta och Matcha",74,781,63,8197,66124,0.00902769305843601,0.011811142701591
"Sandheere AB","2022-10","Rusta och Matcha",97,822,53,11356,69163,0.00854174004931314,0.0118849673958619
"Sandheere AB","2022-11","Rusta och Matcha",89,827,86,10934,70709,0.0081397475763673,0.0116958237282383
"Sandheere AB","2022-12","Rusta och Matcha",96,838,96,10114,70789,0.00949179355349021,0.0118379974289791
"Sandheere AB","2023-01","Rusta och Matcha",67,814,96,7787,67057,0.00860408372929241,0.0121389265848457
"Sandheere AB","2023-02","Rusta och Matcha",99,800,105,11172,67672,0.00886143931256713,0.0118217283366828
"Sandheere AB","2023-03","Rusta och Matcha",99,736,117,12440,69280,0.00795819935691318,0.0106235565819861
"Sandheere AB","2023-04","Rusta och Matcha",76,678,132,8486,63195,0.00895592740985152,0.0107286968905768
"Sandheere AB","2023-05","Rusta och Matcha",110,650,136,12038,60152,0.00913773052001994,0.0108059582391275
"Sandheere AB","2023-06","Rusta och Matcha",91,586,158,9226,55094,0.00986342943854325,0.0106363669365085
"Sandheere AB","2023-07","Rusta och Matcha",68,521,129,7862,51663,0.00864919867718138,0.0100845866480847
"Sandheere AB","2023-08","Rusta och Matcha",37,436,123,6562,44388,0.00563852483998781,0.00982247454266919
"Sandheere AB","2023-09","Rusta och Matcha",95,400,128,11957,41936,0.00794513673998495,0.0095383441434567
"Sandheere AB","2023-10","Rusta och Matcha",118,430,95,14711,47275,0.00802120861940045,0.00909571655208884
"Sandheere AB","2023-11","Rusta och Matcha",89,475,39,11758,52797,0.00756931450927028,0.00899672329867227
"Sandheere AB","2023-12","Rusta och Matcha",48,485,29,9187,56760,0.00522477413736802,0.00854474982381959
"Sandheere AB","2024-01","Rusta och Matcha",41,457,31,8900,59141,0.00460674157303371,0.00772729578465024
"Sandheere AB","2024-02","Rusta och Matcha",38,461,32,10063,63776,0.00377620987777005,0.00722842448569995
"Sandheere AB","2024-03","Rusta och Matcha",57,477,42,8455,64400,0.00674157303370787,0.00740683229813665
"Sandheere AB","2024-04","Rusta och Matcha",21,438,46,6871,62884,0.00305632367923155,0.00696520577571401
"Sandheere AB","2024-05","Rusta och Matcha",8,364,69,6017,57867,0.00132956622901778,0.00629028634627681
"Sandheere AB","2024-06","Rusta och Matcha",14,295,63,5742,53560,0.00243817485196796,0.00550784167289022
"Sandheere AB","2024-07","Rusta och Matcha",10,233,30,5390,52364,0.00185528756957328,0.00444962187762585
"Sandheere AB","2024-08","Rusta och Matcha",8,185,37,2960,46070,0.0027027027027027,0.00401562839157803
"Sandheere AB","2024-09","Rusta och Matcha",25,148,62,6345,43259,0.00394011032308905,0.00342125338079937
"Sandheere AB","2024-10","Rusta och Matcha",21,130,39,7366,41513,0.00285093673635623,0.00313154915327729
"Sandheere AB","2024-11","Rusta och Matcha",19,114,31,5696,39416,0.00333567415730337,0.00289222650700223
"Sandson AB","2021-08","Rusta och Matcha",0,0,0,2428,13114,0,0
"Sandson AB","2021-09","Rusta och Matcha",0,0,0,2639,14018,0,0
"Sandson AB","2021-10","Rusta och Matcha",22,25,0,4365,16624,0.00504009163802978,0.00150384985563041
"Sandson AB","2021-11","Rusta och Matcha",81,104,0,10345,25024,0.00782986950217496,0.00415601023017903
"Sandson AB","2021-12","Rusta och Matcha",81,178,5,13013,35668,0.00622454468608315,0.00499046764606931
"Sandson AB","2022-01","Rusta och Matcha",60,228,10,10877,43054,0.00551622690079985,0.00529567519858782
"Sandson AB","2022-02","Rusta och Matcha",66,270,18,16179,55202,0.00407936213610235,0.00489112713307489
"Sandson AB","2022-03","Rusta och Matcha",53,299,23,15411,65117,0.0034391019401726,0.004591734877221
"Sandson AB","2022-04","Rusta och Matcha",31,298,31,11321,68619,0.00273827400406325,0.00434282050161034
"Sandson AB","2022-05","Rusta och Matcha",38,297,35,10669,70318,0.00356172087355891,0.00422366961517677
"Sandson AB","2022-06","Rusta och Matcha",22,294,24,7847,68443,0.00280361921753536,0.00429554519819412
"Sandson AB","2022-07","Rusta och Matcha",20,293,19,7911,69212,0.00252812539501959,0.00423336993584927
"Sandson AB","2022-08","Rusta och Matcha",11,278,25,4820,65940,0.00228215767634855,0.00421595389748256
"Sandson AB","2022-09","Rusta och Matcha",18,274,20,8197,66124,0.00219592533853849,0.00414372996188978
"Sandson AB","2022-10","Rusta och Matcha",20,257,36,11356,69163,0.0017611835153223,0.00371585963593251
"Sandson AB","2022-11","Rusta och Matcha",16,222,48,10934,70709,0.00146332540698738,0.00313962861870483
"Sandson AB","2022-12","Rusta och Matcha",35,207,49,10114,70789,0.00346054973304331,0.00292418313579793
"Sandson AB","2023-01","Rusta och Matcha",15,187,35,7787,67057,0.00192628740208039,0.00278867232354564
"Sandson AB","2023-02","Rusta och Matcha",27,182,36,11172,67672,0.00241675617615467,0.00268944319659534
"Sandson AB","2023-03","Rusta och Matcha",24,166,41,12440,69280,0.00192926045016077,0.00239607390300231
"Sandson AB","2023-04","Rusta och Matcha",22,156,33,8486,63195,0.00259250530285176,0.00246854972703537
"Sandson AB","2023-05","Rusta och Matcha",35,165,25,12038,60152,0.00290745971091543,0.00274305093762468
"Sandson AB","2023-06","Rusta och Matcha",26,152,37,9226,55094,0.00281812269672664,0.00275892111663702
"Sandson AB","2023-07","Rusta och Matcha",24,149,25,7862,51663,0.00305265835665225,0.00288407564407797
"Sandson AB","2023-08","Rusta och Matcha",25,140,34,6562,44388,0.00380981408107284,0.00315400558709561
"Sandson AB","2023-09","Rusta och Matcha",35,137,37,11957,41936,0.00292715564104709,0.00326688286913392
"Sandson AB","2023-10","Rusta och Matcha",28,137,31,14711,47275,0.0019033376385018,0.00289793759915389
"Sandson AB","2023-11","Rusta och Matcha",41,165,13,11758,52797,0.00348698758292227,0.00312517756690721
"Sandson AB","2023-12","Rusta och Matcha",28,180,16,9187,56760,0.00304778491346468,0.00317124735729387
"Sandson AB","2024-01","Rusta och Matcha",31,196,16,8900,59141,0.00348314606741573,0.00331411372820886
"Sandson AB","2024-02","Rusta och Matcha",32,212,17,10063,63776,0.00317996621285899,0.00332413447064727
"Sandson AB","2024-03","Rusta och Matcha",37,228,24,8455,64400,0.00437610881135423,0.00354037267080745
"Sandson AB","2024-04","Rusta och Matcha",19,222,24,6871,62884,0.00276524523359045,0.00353030977673176
"Sandson AB","2024-05","Rusta och Matcha",17,207,32,6017,57867,0.00282532823666279,0.00357716833428379
"Sandson AB","2024-06","Rusta och Matcha",26,209,27,5742,53560,0.00452803901079763,0.00390216579536968
"Sandson AB","2024-07","Rusta och Matcha",23,213,17,5390,52364,0.00426716141001855,0.00406768008555496
"Sandson AB","2024-08","Rusta och Matcha",9,175,47,2960,46070,0.00304054054054054,0.00379856739743868
"Sandson AB","2024-09","Rusta och Matcha",29,169,33,6345,43259,0.00457052797478329,0.00390670149564253
"Sandson AB","2024-10","Rusta och Matcha",32,173,30,7366,41513,0.00434428455063807,0.00416736925782285
"Sandson AB","2024-11","Rusta och Matcha",22,169,25,5696,39416,0.0038623595505618,0.00428759894459103
"Sandson AB","2024-12","Rusta och Matcha",17,164,23,5974,40168,0.00284566454636759,0.00408285202150966
"Scandinavian Jobhunter Match AB","2023-10","Rusta och Matcha",0,0,0,14711,47275,0,0
"Scandinavian Jobhunter Match AB","2023-11","Rusta och Matcha",0,7,0,11758,52797,0,0.000132583290717276
"Scandinavian Jobhunter Match AB","2023-12","Rusta och Matcha",7,17,0,9187,56760,0.00076194622836617,0.000299506694855532
"Scandinavian Jobhunter Match AB","2024-01","Rusta och Matcha",0,23,0,8900,59141,0,0.000388901100759203
"Scandinavian Jobhunter Match AB","2024-02","Rusta och Matcha",0,26,0,10063,63776,0,0.000407676869041646
"Scandinavian Jobhunter Match AB","2024-03","Rusta och Matcha",6,33,0,8455,64400,0.000709639266706091,0.000512422360248447
"Scandinavian Jobhunter Match AB","2024-04","Rusta och Matcha",5,37,6,6871,62884,0.000727696114102751,0.000588384962788627
"Scandinavian Jobhunter Match AB","2024-05","Rusta och Matcha",6,32,12,6017,57867,0.000997174671763337,0.000552992206266093
"Scandinavian Jobhunter Match AB","2024-06","Rusta och Matcha",5,41,6,5742,53560,0.000870776732845698,0.000765496639283047
"Scandinavian Jobhunter Match AB","2024-07","Rusta och Matcha",11,53,0,5390,52364,0.00204081632653061,0.00101214574898785
"Scandinavian Jobhunter Match AB","2024-08","Rusta och Matcha",0,47,10,2960,46070,0,0.00102018667245496
"Scandinavian Jobhunter Match AB","2024-09","Rusta och Matcha",9,44,15,6345,43259,0.00141843971631206,0.00101712938348089
"Scandinavian Jobhunter Match AB","2024-10","Rusta och Matcha",7,46,6,7366,41513,0.000950312245452077,0.00110808662346735
"Scandinavian Jobhunter Match AB","2024-11","Rusta och Matcha",8,45,9,5696,39416,0.00140449438202247,0.0011416683580272
"Scandinavian Jobhunter Match AB","2024-12","Rusta och Matcha",11,56,0,5974,40168,0.00184131235353197,0.00139414459271062
"Sigma Academy AB","2022-08","Rusta och Matcha",0,7,0,4820,65940,0,0.000106157112526539
"Sigma Academy AB","2022-09","Rusta och Matcha",5,12,0,8197,66124,0.000609979260705136,0.000181477224608312
"Sigma Academy AB","2022-10","Rusta och Matcha",12,53,0,11356,69163,0.00105671010919338,0.000766305683674797
"Sigma Academy AB","2022-11","Rusta och Matcha",0,70,0,10934,70709,0,0.000989972987879902
